OBJECTID,MUKEY,GIS_ID,TYPE,DESC_,SLOPE,TYPEDESC,SLOPEDESC,TYPE_ORIG,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
1546,128658,SoilPly_1548,U1,Udorthents, ,Udorthents, ,U1,{007B4115-A9D2-4D76-8037-43D9D42B0AB2},,,,,0,0
1547,128620,SoilPly_1549,Ju,"Joppa-urban land complex, 15 to 40 percent slopes",D,Joppa-urban land complex,15 to 40 percent slopes,JuD,{B8B45FA8-7F97-4B8E-A584-BFE131631C2A},,,,,0,0
1548,128585,SoilPly_1550,Cf,"Christiana-urban land complex, 0 to 8 percent slopes",B,Christiana-urban land complex,0 to 8 percent slopes,CfB,{8952C2A9-29E3-439C-AB90-2F37FD6D734E},,,,,0,0
1549,128580,SoilPly_1551,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{0ACDB636-DBDD-4315-9923-E75EC2E35CD8},,,,,0,0
1550,128583,SoilPly_1552,Ce,"Christiana silt loam, 8 to 15 percent slopes",C,Christiana silt loam,8 to 15 percent slopes,CeC,{1FAC1D97-BF2A-4E81-98D7-57BD7F4BE116},,,,,0,0
1551,128601,SoilPly_1553,Fa,Fallsington Sandy Loam, ,Fallsington Sandy Loam, ,Fa,{CE80AB71-96F0-4F7A-9387-F3D7CF46879E},,,,,0,0
1552,128640,SoilPly_1554,Ne,"Neshaminy silt loam, 8 to 15 percent slopes",C,Neshaminy silt loam,8 to 15 percent slopes,NeC,{15116F05-FE11-49B9-AD4C-81796FD1B239},,,,,0,0
1553,128676,SoilPly_1555,Ue,"Urban land-Chillum complex, 8 to 15 percent slopes",C,Urban land-Chillum complex,8 to 15 percent slopes,UeC,{EB34BC3D-DE63-4E7B-A55B-690FF972D598},,,,,0,0
1554,128652,SoilPly_1556,Sm,"Sunnyside fine sandy loam, 0 to 8 percent slopes",B,Sunnyside fine sandy loam,0 to 8 percent slopes,SmB,{055B165F-269B-469B-8A4F-D3A2213D539F},,,,,0,0
1555,128665,SoilPly_1557,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{9280DB19-D568-4516-AF6A-50673E6D265C},,,,,0,0
1556,128567,SoilPly_1558,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{2F91D5E8-DA78-4E95-8F54-6AB9BAEA1E0C},,,,,0,0
1557,128677,SoilPly_1559,Uf,"Urban land-Christiana complex, 0 to 8 percent slopes",B,Urban land-Christiana complex,0 to 8 percent slopes,UfB,{8F6DBBEA-D0EF-4915-915E-205128BC9392},,,,,0,0
1558,128645,SoilPly_1560,Sa,"Sassafras sandy loam, 8 to 15 percent slopes",C,Sassafras sandy loam,8 to 15 percent slopes,SaC,{169FC120-DF4F-4865-BCA4-334CF29664D5},,,,,0,0
1559,128641,SoilPly_1561,Ne,"Neshaminy silt loam, 15 to 40 percent slopes",D,Neshaminy silt loam,15 to 40 percent slopes,NeD,{6E3D9295-28CD-4B8B-8ED6-98B89AE84F09},,,,,0,0
1560,128652,SoilPly_1562,Sm,"Sunnyside fine sandy loam, 0 to 8 percent slopes",B,Sunnyside fine sandy loam,0 to 8 percent slopes,SmB,{27FE963B-21E3-4042-9B30-5A33584934FB},,,,,0,0
1561,128597,SoilPly_1563,FB,Fluvaquents - Bouldery, ,Fluvaquents - Bouldery, ,FB,{5C93644A-541A-4777-A965-7FDA370A2F86},,,,,0,0
1562,128689,SoilPly_1564,W,Water, ,Water, ,W,{3CFB82B0-F023-48D0-A627-3A34F9C815B8},,,,,0,0
1563,128619,SoilPly_1565,Ju,"Joppa-urban land complex, 8 to 15 percent slopes",C,Joppa-urban land complex,8 to 15 percent slopes,JuC,{B9AA59E0-44A9-49B5-BEAB-7A6C7042423A},,,,,0,0
1564,128620,SoilPly_1566,Ju,"Joppa-urban land complex, 15 to 40 percent slopes",D,Joppa-urban land complex,15 to 40 percent slopes,JuD,{CCE256AF-6357-43EF-85D3-A570AB5C9D70},,,,,0,0
1565,128650,SoilPly_1567,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{EEC9A18E-AA0E-4531-9682-EBA25EB2638C},,,,,0,0
1566,128639,SoilPly_1568,Mv,"Muirkirk variant complex, 15 to 40 percent slopes",D,Muirkirk variant complex,15 to 40 percent slopes,MvD,{9CACC009-0CD4-45E9-A50D-C2FE2B67D7F7},,,,,0,0
1567,128621,SoilPly_1569,Ke,"Keyport fine sandy loam, 0 to 8 percent slopes",B,Keyport fine sandy loam,0 to 8 percent slopes,KeB,{E879E32A-3786-4625-A2A1-F7D0A63E9D55},,,,,0,0
1568,128581,SoilPly_1570,Cd,"Chillum-urban land complex,  15 to 40 percent slopes",D,Chillum-urban land complex,15 to 40 percent slopes,CdD,{6884437F-AE08-4026-B4EF-9385408A27F4},,,,,0,0
1569,128632,SoilPly_1571,Md,"Manor-urban land complex, 15 to 40 percent slopes",D,Manor-urban land complex,15 to 40 percent slopes,MdD,{8B4D664E-B8EC-4BC8-901F-AA5A5B31082C},,,,,0,0
1570,128583,SoilPly_1572,Ce,"Christiana silt loam, 8 to 15 percent slopes",C,Christiana silt loam,8 to 15 percent slopes,CeC,{1ACDFDBB-39E9-463C-A049-447462F997AB},,,,,0,0
1571,128653,SoilPly_1573,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{09EA2A5C-2AFF-4C76-A60B-8C567C1F03E6},,,,,0,0
1572,128587,SoilPly_1574,Cf,"Christiana-urban land complex, 15 to 40 percent slopes",D,Christiana-urban land complex,15 to 40 percent slopes,CfD,{B1213AE3-89F7-46F0-A6B9-55461DECEA77},,,,,0,0
1573,128586,SoilPly_1575,Cf,"Christiana-urban land complex, 8 to 15 percent slopes",C,Christiana-urban land complex,8 to 15 percent slopes,CfC,{D5AAA801-CB1E-47A9-9309-BC69AE434903},,,,,0,0
1574,128652,SoilPly_1576,Sm,"Sunnyside fine sandy loam, 0 to 8 percent slopes",B,Sunnyside fine sandy loam,0 to 8 percent slopes,SmB,{4221DBE9-F204-4F07-93A4-CB8F3A73E664},,,,,0,0
1575,128585,SoilPly_1577,Cf,"Christiana-urban land complex, 0 to 8 percent slopes",B,Christiana-urban land complex,0 to 8 percent slopes,CfB,{0ADADFCF-357B-4BE7-842D-0A10E20A4382},,,,,0,0
1576,128668,SoilPly_1578,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{F543E1FC-C331-4F0F-9364-FD49EED11D8B},,,,,0,0
1577,128613,SoilPly_1579,Ik,Iuka - Sandy Loam, ,Iuka - Sandy Loam, ,Ik,{EE657DE4-8D50-419E-8162-1F359AF9C604},,,,,0,0
1578,128651,SoilPly_1580,Sg,"Sassafras-urban land complex, 15 to 40 percent slopes",D,Sassafras-urban land complex,15 to 40 percent slopes,SgD,{27F59431-D5D8-4782-82A1-277661704F09},,,,,0,0
1579,128618,SoilPly_1581,Ju,"Joppa-urban land complex, 0 to 8 percent slopes",B,Joppa-urban land complex,0 to 8 percent slopes,JuB,{67750873-E10D-4E95-8EC4-A278DE9A837D},,,,,0,0
1580,128601,SoilPly_1582,Fa,Fallsington Sandy Loam, ,Fallsington Sandy Loam, ,Fa,{92DA2873-1C88-4DD1-A6DF-7BB67B92C299},,,,,0,0
1581,128567,SoilPly_1583,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{4431DD65-5BCD-4F1D-9523-A40E291877C1},,,,,0,0
1582,128586,SoilPly_1584,Cf,"Christiana-urban land complex, 8 to 15 percent slopes",C,Christiana-urban land complex,8 to 15 percent slopes,CfC,{0AAC1017-974E-4A6F-809E-38939BF05CC1},,,,,0,0
1583,128584,SoilPly_1585,Ce,"Christiana silt loam, 15 to 40 percent slopes",D,Christiana silt loam,15 to 40 percent slopes,CeD,{7CB8D4A3-431D-4CAC-A3FD-4841A63E6056},,,,,0,0
1584,128652,SoilPly_1586,Sm,"Sunnyside fine sandy loam, 0 to 8 percent slopes",B,Sunnyside fine sandy loam,0 to 8 percent slopes,SmB,{9A534627-BA08-462D-ACBA-470F81498EDF},,,,,0,0
1585,128653,SoilPly_1587,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{E72FEE6E-B416-4042-B2FE-39A19BD436BD},,,,,0,0
1586,128632,SoilPly_1588,Md,"Manor-urban land complex, 15 to 40 percent slopes",D,Manor-urban land complex,15 to 40 percent slopes,MdD,{34703653-FB9D-4635-9C45-DC4AE76CB12A},,,,,0,0
1587,128567,SoilPly_1589,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{EBACE205-EE22-48F4-9187-F057CDD32FFB},,,,,0,0
1588,128670,SoilPly_1590,U9,"Udorthents, Clayey, Smoothed", ,"Udorthents, Clayey, Smoothed", ,U9,{6F802AAB-71B0-46A2-BBD5-5767B3347809},,,,,0,0
1589,128566,SoilPly_1591,Be,"Beltsville-urban land complex, 0 to 8 percent slopes",B,Beltsville-urban land complex,0 to 8 percent slopes,BeB,{BECC1E11-05DA-4054-8DC1-0C17E3EEB04A},,,,,0,0
1590,128649,SoilPly_1592,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{9B9DB488-66D4-4BEA-B23F-430B313E50B5},,,,,0,0
1591,128583,SoilPly_1593,Ce,"Christiana silt loam, 8 to 15 percent slopes",C,Christiana silt loam,8 to 15 percent slopes,CeC,{24B15758-AEAE-430A-AA13-03061B2FF710},,,,,0,0
1592,128658,SoilPly_1594,U1,Udorthents, ,Udorthents, ,U1,{F5A6F9A0-06DC-4055-BDF5-BD233E145DB6},,,,,0,0
1593,128586,SoilPly_1595,Cf,"Christiana-urban land complex, 8 to 15 percent slopes",C,Christiana-urban land complex,8 to 15 percent slopes,CfC,{BEE846F3-4839-4808-A69D-F85697B36E7E},,,,,0,0
1594,128567,SoilPly_1596,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{442C39A3-279C-40D8-9F20-724D9E471688},,,,,0,0
1595,128653,SoilPly_1537,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{79700431-5A33-4A18-815F-776FB7FA8B78},,,,,0,0
1596,128651,SoilPly_1538,Sg,"Sassafras-urban land complex, 15 to 40 percent slopes",D,Sassafras-urban land complex,15 to 40 percent slopes,SgD,{4E8356F4-91F7-4365-8BDD-1CB24CA79688},,,,,0,0
1597,128567,SoilPly_1601,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{EB0C0BAB-A79D-4C09-9BBE-FEFCC75AA5FB},,,,,0,0
1598,128588,SoilPly_1602,Ck,Codorus Silt Loam, ,Codorus Silt Loam, ,Ck,{86A95C9C-6979-4130-B29E-D378201E9F4E},,,,,0,0
1599,128655,SoilPly_1603,Sp,"Sunnyside-urban land complex, 0 to 8 percent slopes",B,Sunnyside-urban land complex,0 to 8 percent slopes,SpB,{756FBC52-C18F-46A4-96FA-E40CA61D2149},,,,,0,0
1600,128673,SoilPly_1604,Uc,"Urban land-Beltsville complex, 0 to 8 percent slopes",B,Urban land-Beltsville complex,0 to 8 percent slopes,UcB,{652A20C2-30BC-4F86-B1DF-FD87D71EA4A5},,,,,0,0
1601,128599,SoilPly_1605,FF,Fluvaquents - Udifluvents Complex, ,Fluvaquents - Udifluvents Complex, ,FF,{E018ED81-F273-48F5-8B4B-87A9369354F5},,,,,0,0
1602,128642,SoilPly_1606,Nu,"Neshaminy-urban land complex, 8 to 15 percent slopes",C,Neshaminy-urban land complex,8 to 15 percent slopes,NuC,{B18E9E01-F0C5-452F-8DA5-1BB2BFAA8D48},,,,,0,0
1603,128664,SoilPly_1607,U3,"Udorthents, Sandy", ,"Udorthents, Sandy", ,U3,{7493C5E9-8EDD-4688-8DD1-877057F9AF79},,,,,0,0
1604,128580,SoilPly_1608,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{3AF16128-14F0-492E-BC0E-CCCF283DF562},,,,,0,0
1605,128672,SoilPly_1609,Ub,Urban Land, ,Urban Land, ,Ub,{5FC8E9FF-9F56-4A07-9A3E-173E3ECA995A},,,,,0,0
1606,128642,SoilPly_1610,Nu,"Neshaminy-urban land complex, 8 to 15 percent slopes",C,Neshaminy-urban land complex,8 to 15 percent slopes,NuC,{37C5BD8E-153B-4655-ADF2-127381653A0B},,,,,0,0
1607,128598,SoilPly_1611,FD,Fluvaquents - Ponded, ,Fluvaquents - Ponded, ,FD,{623F0870-436C-4C59-9978-F52921E18944},,,,,0,0
1608,128594,SoilPly_1612,Cx,"Croom-urban land complex, 8 to 15 percent slopes",C,Croom-urban land complex,8 to 15 percent slopes,CxC,{B27CFEBF-5C70-4FB5-B9E4-B80F1810918B},,,,,0,0
1609,128686,SoilPly_1613,Ux,"Urban land-Sassafras complex, 8 to 15 percent slopes",C,Urban land-Sassafras complex,8 to 15 percent slopes,UxC,{AD50D398-78E1-4FAB-9075-B738ABD4DA05},,,,,0,0
1610,128641,SoilPly_1614,Ne,"Neshaminy silt loam, 15 to 40 percent slopes",D,Neshaminy silt loam,15 to 40 percent slopes,NeD,{E5E6A49F-3AFD-49D4-8BB3-60B4D821A947},,,,,0,0
1611,128567,SoilPly_1615,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{2C5E1588-A0B7-4EB6-8808-671F1E80798D},,,,,0,0
1612,128652,SoilPly_1616,Sm,"Sunnyside fine sandy loam, 0 to 8 percent slopes",B,Sunnyside fine sandy loam,0 to 8 percent slopes,SmB,{0C49F9A7-EF75-45CD-9C35-9E8EA06E694E},,,,,0,0
1613,128649,SoilPly_1617,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{A514D5FF-997D-4CC8-9299-5EFCC3908D36},,,,,0,0
1614,128650,SoilPly_1618,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{B62D9253-B268-49BF-90D0-E7C890113862},,,,,0,0
1615,128569,SoilPly_1619,Bn,"Bourne fine sandy loam, 8 to 15 percent slopes",C,Bourne fine sandy loam,8 to 15 percent slopes,BnC,{7CB2E7EA-41B2-4E53-A4B8-762F75BD79B4},,,,,0,0
1616,128654,SoilPly_1620,Sm,"Sunnyside fine sandy loam, 15 to 40 percent slopes",D,Sunnyside fine sandy loam,15 to 40 percent slopes,SmD,{4E80AC2E-1697-4A35-83C4-A808BB5C5991},,,,,0,0
1617,128653,SoilPly_1621,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{A7680BBE-C88F-41DC-A81D-FD108AF5F2E8},,,,,0,0
1618,128604,SoilPly_1622,Gf,"Galestown and Rumford soils, 8 to 15 percent slopes",C,Galestown and Rumford soils,8 to 15 percent slopes,GfC,{F417E8CA-2671-4189-A781-AE7187D526B1},,,,,0,0
1619,128689,SoilPly_1623,W,Water, ,Water, ,W,{AE51A278-DEED-4D12-8842-25973CE6D8CC},,,,,0,0
1620,128579,SoilPly_1624,Cd,"Chillum-urban land complex,  0 to 8 percent slopes",B,Chillum-urban land complex,0 to 8 percent slopes,CdB,{4F33F3C4-E31A-462D-BEB8-6C70B3358B4A},,,,,0,0
1621,128669,SoilPly_1625,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{B5CA46C9-8614-4F72-B495-8A383FB60B48},,,,,0,0
1622,128689,SoilPly_1626,W,Water, ,Water, ,W,{158CABE7-8553-4DD0-9060-FFB99D0B27C6},,,,,0,0
1623,128650,SoilPly_1627,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{C0C70A12-0BD3-4251-ADA5-CE4D5EF01C60},,,,,0,0
1624,128653,SoilPly_1628,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{83C8D1DD-7BA8-4772-AA47-E269A2B6C357},,,,,0,0
1625,128665,SoilPly_1629,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{32998F08-2134-4C57-9139-E6EA10122A1F},,,,,0,0
1626,128658,SoilPly_1630,U1,Udorthents, ,Udorthents, ,U1,{825B4324-DBB9-4548-B813-C9C22BC9D969},,,,,0,0
1627,128653,SoilPly_1631,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{B020E83A-7853-4C9C-BB20-1D2B3C67F151},,,,,0,0
1628,128673,SoilPly_1632,Uc,"Urban land-Beltsville complex, 0 to 8 percent slopes",B,Urban land-Beltsville complex,0 to 8 percent slopes,UcB,{39835F00-8D08-4A61-8FEB-D1F7828839D3},,,,,0,0
1629,128567,SoilPly_1633,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{28F4877F-C93C-4C0E-871E-BB14F7617D9F},,,,,0,0
1630,128689,SoilPly_1634,W,Water, ,Water, ,W,{FA40A540-F3D7-4856-8E1F-B927C4890135},,,,,0,0
1631,128672,SoilPly_1635,Ub,Urban Land, ,Urban Land, ,Ub,{507A4606-4DCA-41D8-9FDF-FEB6866623B9},,,,,0,0
1632,128580,SoilPly_1636,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{3A234926-1158-41D1-9916-EF3323C4D667},,,,,0,0
1633,128650,SoilPly_1637,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{136F3D4D-94B4-452F-ABC1-29DD34E6BC93},,,,,0,0
1634,128658,SoilPly_1638,U1,Udorthents, ,Udorthents, ,U1,{6FFFAE29-7D4C-45FE-A9BE-19A6DD884225},,,,,0,0
1635,128567,SoilPly_1639,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{FB0E0542-D703-4F30-BCD6-6E34D3B075F3},,,,,0,0
1636,128672,SoilPly_1640,Ub,Urban Land, ,Urban Land, ,Ub,{5411FD29-3D11-4CCA-A70E-8A622FDBB54F},,,,,0,0
1637,128670,SoilPly_1641,U9,"Udorthents, Clayey, Smoothed", ,"Udorthents, Clayey, Smoothed", ,U9,{E03E2504-38AA-4139-8FD9-C417635F9BD8},,,,,0,0
1638,128617,SoilPly_1642,Jt,"Joppa gravelly sandy loam, 15 to 40 percent slopes",D,Joppa gravelly sandy loam,15 to 40 percent slopes,JtD,{0EE33D5A-85BA-4166-806E-D6845BF4EF70},,,,,0,0
1639,128670,SoilPly_1643,U9,"Udorthents, Clayey, Smoothed", ,"Udorthents, Clayey, Smoothed", ,U9,{6BA3635E-3F2A-45D4-957C-061FBFAD06A3},,,,,0,0
1640,128583,SoilPly_1644,Ce,"Christiana silt loam, 8 to 15 percent slopes",C,Christiana silt loam,8 to 15 percent slopes,CeC,{200E84FB-7AEB-44A3-94EC-CE2DB71F76B9},,,,,0,0
1641,128641,SoilPly_1645,Ne,"Neshaminy silt loam, 15 to 40 percent slopes",D,Neshaminy silt loam,15 to 40 percent slopes,NeD,{68FE44AD-A950-49E4-8F74-F6553244B0E9},,,,,0,0
1642,128652,SoilPly_1646,Sm,"Sunnyside fine sandy loam, 0 to 8 percent slopes",B,Sunnyside fine sandy loam,0 to 8 percent slopes,SmB,{6B605E3E-3A52-4EE0-9FC8-05557B3DB411},,,,,0,0
1643,128653,SoilPly_1647,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{5F79668C-8E2D-4168-BBED-7C1DF92AA81F},,,,,0,0
1644,128686,SoilPly_1648,Ux,"Urban land-Sassafras complex, 8 to 15 percent slopes",C,Urban land-Sassafras complex,8 to 15 percent slopes,UxC,{38EF97E6-E603-4CBC-836F-635F54FECC72},,,,,0,0
1645,128580,SoilPly_1649,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{B2FE0C53-1478-4C71-9936-17E1139F52B2},,,,,0,0
1646,128621,SoilPly_1650,Ke,"Keyport fine sandy loam, 0 to 8 percent slopes",B,Keyport fine sandy loam,0 to 8 percent slopes,KeB,{3B251C61-CFD3-4270-B4B3-71E6D09B0CE2},,,,,0,0
1647,128567,SoilPly_1651,Bg,Bibb Sabdy Loam, ,Bibb Sabdy Loam, ,Bg,{BBF187BF-ED50-4249-B2CC-AE2BDF8FA0B4},,,,,0,0
1648,128606,SoilPly_1652,Gg,"Glenelg loam, 8 to 15 percent slopes",C,Glenelg loam,8 to 15 percent slopes,GgC,{E2537FCD-B56B-43CE-8F9C-044015BBAB15},,,,,0,0
1649,128654,SoilPly_1653,Sm,"Sunnyside fine sandy loam, 15 to 40 percent slopes",D,Sunnyside fine sandy loam,15 to 40 percent slopes,SmD,{2D230707-598A-4F4E-A7F2-553D81F61DDB},,,,,0,0
1650,128621,SoilPly_1654,Ke,"Keyport fine sandy loam, 0 to 8 percent slopes",B,Keyport fine sandy loam,0 to 8 percent slopes,KeB,{D48633A8-9F06-4A3C-BC47-E285E23D9611},,,,,0,0
1651,128632,SoilPly_1655,Md,"Manor-urban land complex, 15 to 40 percent slopes",D,Manor-urban land complex,15 to 40 percent slopes,MdD,{223685A7-8E30-4F1A-8976-3AB6B603DFF4},,,,,0,0
1652,128623,SoilPly_1656,Km,"Keyport-urban land complex, 0 to 8 percent slopes",B,Keyport-urban land complex,0 to 8 percent slopes,KmB,{AEFFED0F-37D3-4F37-B706-53A4FF490247},,,,,0,0
1653,128588,SoilPly_1657,Ck,Codorus Silt Loam, ,Codorus Silt Loam, ,Ck,{619880A4-210A-4C16-A64C-4B1B6EDF082F},,,,,0,0
1654,128642,SoilPly_1658,Nu,"Neshaminy-urban land complex, 8 to 15 percent slopes",C,Neshaminy-urban land complex,8 to 15 percent slopes,NuC,{CEDFF75E-255F-444D-991B-A187D74FCBAF},,,,,0,0
1655,128603,SoilPly_1659,Gf,"Galestown and Rumford soils, 0 to 8 percent slopes",B,Galestown and Rumford soils,0 to 8 percent slopes,GfB,{A4EFA269-FA93-4C28-A691-DBCF3E25401E},,,,,0,0
1656,128569,SoilPly_1660,Bn,"Bourne fine sandy loam, 8 to 15 percent slopes",C,Bourne fine sandy loam,8 to 15 percent slopes,BnC,{F29F95F7-8AA0-47BA-9E2A-CAF977231033},,,,,0,0
1657,128664,SoilPly_1661,U3,"Udorthents, Sandy", ,"Udorthents, Sandy", ,U3,{E2B5D1A3-CA80-4C68-821B-DFB1A563FE76},,,,,0,0
1658,128602,SoilPly_1662,Ge,"Galestown-urban land complex, 0 to 8 percent slopes",B,Galestown-urban land complex,0 to 8 percent slopes,GeB,{5C142586-6F6C-4559-8E06-6A6D520A144F},,,,,0,0
1659,128650,SoilPly_1663,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{768A4219-346D-423A-AAF9-64D59ACA7FE4},,,,,0,0
1660,128662,SoilPly_1664,U11,"Udorthents, deep, 15 to 40 percent slopes",D,Udorthents,deep15 to 40 percent slopes,U11D,{33900AC2-059F-4D14-B707-16286D103A7D},,,,,0,0
1661,128641,SoilPly_1665,Ne,"Neshaminy silt loam, 15 to 40 percent slopes",D,Neshaminy silt loam,15 to 40 percent slopes,NeD,{5DF7CBA1-C528-4E44-8455-F79AB1ABA75C},,,,,0,0
1662,128678,SoilPly_1666,Uf,"Urban land-Christiana complex, 8 to 15 percent slopes",C,Urban land-Christiana complex,8 to 15 percent slopes,UfC,{AADA1583-03FB-40B2-9E59-2B988AF70AB2},,,,,0,0
1663,128666,SoilPly_1597,U5,"Udorthents, Clayey", ,"Udorthents, Clayey", ,U5,{A29863AD-8C9B-4314-A760-2C86215AEED2},,,,,0,0
1664,128654,SoilPly_1598,Sm,"Sunnyside fine sandy loam, 15 to 40 percent slopes",D,Sunnyside fine sandy loam,15 to 40 percent slopes,SmD,{69024EBC-3C0A-47C6-BDC7-3B4ACCD0E408},,,,,0,0
1665,128638,SoilPly_1599,Mv,"Muirkirk variant complex, 8 to 15 percent slopes",C,Muirkirk variant complex,8 to 15 percent slopes,MvC,{029E8C7C-EB9E-4D40-93ED-DBB4560C40FC},,,,,0,0
1666,128660,SoilPly_1600,U11,"Udorthents, deep, 0 to 8 percent slopes",B,Udorthents,deep0 to 8 percent slopes,U11B,{438CCD36-F0D3-49B4-8101-430640F80B43},,,,,0,0
1667,128578,SoilPly_1673,Cc,"Chillum silt loam, 15 to 40 percent slopes",D,Chillum silt loam,15 to 40 percent slopes,CcD,{DF602D56-AF2F-498F-A371-1C830F0AE3AA},,,,,0,0
1668,128685,SoilPly_1674,Ux,"Urban land-Sassafras complex, 0 to 8 percent slopes",B,Urban land-Sassafras complex,0 to 8 percent slopes,UxB,{51548F19-042F-4724-84DC-A7FC0047E8BD},,,,,0,0
1669,128672,SoilPly_1675,Ub,Urban Land, ,Urban Land, ,Ub,{616A2A15-4BBD-4755-9421-F4DA5EB165E8},,,,,0,0
1670,128653,SoilPly_1676,Sm,"Sunnyside fine sandy loam, 8 to 15 percent slopes",C,Sunnyside fine sandy loam,8 to 15 percent slopes,SmC,{8526CA18-21AA-4F30-8179-E0993FE2EC13},,,,,0,0
1671,128685,SoilPly_1677,Ux,"Urban land-Sassafras complex, 0 to 8 percent slopes",B,Urban land-Sassafras complex,0 to 8 percent slopes,UxB,{8C3349BF-ED2F-4881-B714-5B36B4D68099},,,,,0,0
1672,128662,SoilPly_1678,U11,"Udorthents, deep, 15 to 40 percent slopes",D,Udorthents,deep15 to 40 percent slopes,U11D,{2B4D625C-CF6A-4258-9CFF-0F3953B4DC4B},,,,,0,0
1673,128628,SoilPly_1679,Mb,"Manor loam, 15 to 40 percent slopes",D,Manor loam,15 to 40 percent slopes,MbD,{F83E609E-782B-41ED-8E4A-DD51D9671C38},,,,,0,0
1674,128609,SoilPly_1680,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{4227EC2F-17A4-43AC-B76F-D50FED0CD6F2},,,,,0,0
1675,128654,SoilPly_1681,Sm,"Sunnyside fine sandy loam, 15 to 40 percent slopes",D,Sunnyside fine sandy loam,15 to 40 percent slopes,SmD,{E73F3AC5-91EE-443D-8E49-10556BAF677A},,,,,0,0
1676,128639,SoilPly_1682,Mv,"Muirkirk variant complex, 15 to 40 percent slopes",D,Muirkirk variant complex,15 to 40 percent slopes,MvD,{96DBB52E-D4CE-4229-BE93-30F5A87F6B3D},,,,,0,0
1677,128621,SoilPly_1683,Ke,"Keyport fine sandy loam, 0 to 8 percent slopes",B,Keyport fine sandy loam,0 to 8 percent slopes,KeB,{F784AFC9-74F1-4D0A-BFBE-18F1078F0DD3},,,,,0,0
1678,128591,SoilPly_1684,Cw,"Croom very gravelly sandy loam, 8 to 15 percent slopes",C,Croom very gravelly sandy loam,8 to 15 percent slopes,CwC,{131DEDD2-7E04-468D-AAD0-FAEB3098B48A},,,,,0,0
1679,128621,SoilPly_1685,Ke,"Keyport fine sandy loam, 0 to 8 percent slopes",B,Keyport fine sandy loam,0 to 8 percent slopes,KeB,{A961C6CC-5273-4F11-86C3-139B9062B155},,,,,0,0
